,query_text,QuestionId_Answer,ConstructName,SubjectName,QuestionText,correct_answer,incorrect_answer,MisconceptionID
1340,"###question###:Fractions of an Amount-Calculate unit fractions of an amount-\( \frac{1}{7} \) of \( 56= \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:D.\( 49 \)",568_D,Calculate unit fractions of an amount,Fractions of an Amount,\( \frac{1}{7} \) of \( 56= \),\( 8 \),\( 49 \),2154.0
1341,"###question###:Angle Facts with Parallel Lines-Find missing angles on parallel lines using corresponding angles-Calculate the missing angle: ![Two vertical lines marked with arrows are crossed by one diagonal line. Two angles are marked; they are both on the upper side of the diagonal line and to the right of the vertical lines. One is marked '70', the other '?'. ]()
###Correct Answer###:\( 70^{\circ} \)
###Misconcepte Incorrect answer###:B.\( 110^{\circ} \)",569_B,Find missing angles on parallel lines using corresponding angles,Angle Facts with Parallel Lines,"Calculate the missing angle: ![Two vertical lines marked with arrows are crossed by one diagonal line. Two angles are marked; they are both on the upper side of the diagonal line and to the right of the vertical lines. One is marked '70', the other '?'. ]()",\( 70^{\circ} \),\( 110^{\circ} \),236.0
1342,"###question###:Angle Facts with Parallel Lines-Find missing angles on parallel lines using corresponding angles-Calculate the missing angle: ![Two vertical lines marked with arrows are crossed by one diagonal line. Two angles are marked; they are both on the upper side of the diagonal line and to the right of the vertical lines. One is marked '70', the other '?'. ]()
###Correct Answer###:\( 70^{\circ} \)
###Misconcepte Incorrect answer###:C.\( 290^{\circ} \)",569_C,Find missing angles on parallel lines using corresponding angles,Angle Facts with Parallel Lines,"Calculate the missing angle: ![Two vertical lines marked with arrows are crossed by one diagonal line. Two angles are marked; they are both on the upper side of the diagonal line and to the right of the vertical lines. One is marked '70', the other '?'. ]()",\( 70^{\circ} \),\( 290^{\circ} \),48.0
1343,"###question###:Factors and Highest Common Factor-Use the prime factor decomposition of a number to calculate the number-What number should replace \(\color{gold}\bigstar \) in the Venn diagram? ![A Venn diagram with two circles. The left hand one is labelled 'prime factors of \star\', the right hand circle is labelled 'prime factors of 60'. In the left hand circle, there is an 11, in the overlap there is a 2 and a 3, and in the right hand circle there is a 2 and a heart. ]()
###Correct Answer###:\( 66 \)
###Misconcepte Incorrect answer###:A.\( 11 \)",570_A,Use the prime factor decomposition of a number to calculate the number,Factors and Highest Common Factor,"What number should replace \(\color{gold}\bigstar \) in the Venn diagram? ![A Venn diagram with two circles. The left hand one is labelled 'prime factors of \star\', the right hand circle is labelled 'prime factors of 60'. In the left hand circle, there is an 11, in the overlap there is a 2 and a 3, and in the right hand circle there is a 2 and a heart. ]()",\( 66 \),\( 11 \),262.0
1344,"###question###:Factors and Highest Common Factor-Use the prime factor decomposition of a number to calculate the number-What number should replace \(\color{gold}\bigstar \) in the Venn diagram? ![A Venn diagram with two circles. The left hand one is labelled 'prime factors of \star\', the right hand circle is labelled 'prime factors of 60'. In the left hand circle, there is an 11, in the overlap there is a 2 and a 3, and in the right hand circle there is a 2 and a heart. ]()
###Correct Answer###:\( 66 \)
###Misconcepte Incorrect answer###:C.\( 16 \)",570_C,Use the prime factor decomposition of a number to calculate the number,Factors and Highest Common Factor,"What number should replace \(\color{gold}\bigstar \) in the Venn diagram? ![A Venn diagram with two circles. The left hand one is labelled 'prime factors of \star\', the right hand circle is labelled 'prime factors of 60'. In the left hand circle, there is an 11, in the overlap there is a 2 and a 3, and in the right hand circle there is a 2 and a heart. ]()",\( 66 \),\( 16 \),1079.0
1345,"###question###:Factors and Highest Common Factor-Use the prime factor decomposition of a number to calculate the number-What number should replace \(\color{gold}\bigstar \) in the Venn diagram? ![A Venn diagram with two circles. The left hand one is labelled 'prime factors of \star\', the right hand circle is labelled 'prime factors of 60'. In the left hand circle, there is an 11, in the overlap there is a 2 and a 3, and in the right hand circle there is a 2 and a heart. ]()
###Correct Answer###:\( 66 \)
###Misconcepte Incorrect answer###:D.\( 132 \)",570_D,Use the prime factor decomposition of a number to calculate the number,Factors and Highest Common Factor,"What number should replace \(\color{gold}\bigstar \) in the Venn diagram? ![A Venn diagram with two circles. The left hand one is labelled 'prime factors of \star\', the right hand circle is labelled 'prime factors of 60'. In the left hand circle, there is an 11, in the overlap there is a 2 and a 3, and in the right hand circle there is a 2 and a heart. ]()",\( 66 \),\( 132 \),2003.0
1346,"###question###:Rounding to the Nearest Whole (10, 100, etc)-Round integers to the nearest other integer value (e.g. 20, 50 etc)-What is \( 646 \) rounded to the nearest \( 20 \) ?
###Correct Answer###:\( 640 \)
###Misconcepte Incorrect answer###:A.\( 650 \)",571_A,"Round integers to the nearest other integer value (e.g. 20, 50 etc)","Rounding to the Nearest Whole (10, 100, etc)",What is \( 646 \) rounded to the nearest \( 20 \) ?,\( 640 \),\( 650 \),1861.0
1347,"###question###:Rounding to the Nearest Whole (10, 100, etc)-Round integers to the nearest other integer value (e.g. 20, 50 etc)-What is \( 646 \) rounded to the nearest \( 20 \) ?
###Correct Answer###:\( 640 \)
###Misconcepte Incorrect answer###:D.\( 600 \)",571_D,"Round integers to the nearest other integer value (e.g. 20, 50 etc)","Rounding to the Nearest Whole (10, 100, etc)",What is \( 646 \) rounded to the nearest \( 20 \) ?,\( 640 \),\( 600 \),1163.0
1348,"###question###:Rounding to the Nearest Whole (10, 100, etc)-Round integers to the nearest other integer value (e.g. 20, 50 etc)-What is \( 623 \) rounded to the nearest \( 50 \) ?
###Correct Answer###:\( 600 \)
###Misconcepte Incorrect answer###:B.\( 700 \)",572_B,"Round integers to the nearest other integer value (e.g. 20, 50 etc)","Rounding to the Nearest Whole (10, 100, etc)",What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 600 \),\( 700 \),2392.0
1349,"###question###:Rounding to the Nearest Whole (10, 100, etc)-Round integers to the nearest other integer value (e.g. 20, 50 etc)-What is \( 623 \) rounded to the nearest \( 50 \) ?
###Correct Answer###:\( 600 \)
###Misconcepte Incorrect answer###:C.\( 620 \)",572_C,"Round integers to the nearest other integer value (e.g. 20, 50 etc)","Rounding to the Nearest Whole (10, 100, etc)",What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 600 \),\( 620 \),1248.0
1350,"###question###:Rounding to the Nearest Whole (10, 100, etc)-Round integers to the nearest other integer value (e.g. 20, 50 etc)-What is \( 623 \) rounded to the nearest \( 50 \) ?
###Correct Answer###:\( 600 \)
###Misconcepte Incorrect answer###:D.\( 650 \)",572_D,"Round integers to the nearest other integer value (e.g. 20, 50 etc)","Rounding to the Nearest Whole (10, 100, etc)",What is \( 623 \) rounded to the nearest \( 50 \) ?,\( 600 \),\( 650 \),1988.0
1351,"###question###:Perpendicular Lines-Identify perpendicular lines written in any other form-Which of the following lines is perpendicular to
\(y=5 \text { ? }\)
###Correct Answer###:\( x=-27 \)
###Misconcepte Incorrect answer###:D.\( y=-\frac{1}{5} \)",573_D,Identify perpendicular lines written in any other form,Perpendicular Lines,"Which of the following lines is perpendicular to
\(y=5 \text { ? }\)",\( x=-27 \),\( y=-\frac{1}{5} \),2214.0
1352,"###question###:Nets-Identify the net of a non-prism-Which diagram is the net for a square based pyramid?
###Correct Answer###:![Net showing a square and four triangles]()
###Misconcepte Incorrect answer###:B.![Net showing a square and four rectangles]()",574_B,Identify the net of a non-prism,Nets,Which diagram is the net for a square based pyramid?,![Net showing a square and four triangles](),![Net showing a square and four rectangles](),690.0
1353,"###question###:Nets-Identify the net of a non-prism-Which diagram is the net for a square based pyramid?
###Correct Answer###:![Net showing a square and four triangles]()
###Misconcepte Incorrect answer###:C.![Net showing two squares and four rectangles]()",574_C,Identify the net of a non-prism,Nets,Which diagram is the net for a square based pyramid?,![Net showing a square and four triangles](),![Net showing two squares and four rectangles](),690.0
1354,"###question###:Nets-Identify the net of a non-prism-Which diagram is the net for a square based pyramid?
###Correct Answer###:![Net showing a square and four triangles]()
###Misconcepte Incorrect answer###:D.![Net showing three squares and two triangles]()",574_D,Identify the net of a non-prism,Nets,Which diagram is the net for a square based pyramid?,![Net showing a square and four triangles](),![Net showing three squares and two triangles](),690.0
1355,"###question###:Adding and Subtracting Fractions-Subtract proper fractions with different denominators where one is a multiple of the other-\(
\frac{3}{4}-\frac{1}{12}=\frac{2}{\bigstar}
\)

What should replace the star?
###Correct Answer###:\( 3 \)
###Misconcepte Incorrect answer###:A.\( 12 \)",575_A,Subtract proper fractions with different denominators where one is a multiple of the other,Adding and Subtracting Fractions,"\(
\frac{3}{4}-\frac{1}{12}=\frac{2}{\bigstar}
\)

What should replace the star?",\( 3 \),\( 12 \),2234.0
1356,"###question###:Adding and Subtracting Fractions-Subtract proper fractions with different denominators where one is a multiple of the other-\(
\frac{3}{4}-\frac{1}{12}=\frac{2}{\bigstar}
\)

What should replace the star?
###Correct Answer###:\( 3 \)
###Misconcepte Incorrect answer###:B.\( 48 \)",575_B,Subtract proper fractions with different denominators where one is a multiple of the other,Adding and Subtracting Fractions,"\(
\frac{3}{4}-\frac{1}{12}=\frac{2}{\bigstar}
\)

What should replace the star?",\( 3 \),\( 48 \),2234.0
1357,"###question###:Rounding to Decimal Places-Round numbers to one decimal place-\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?
###Correct Answer###:\( 34590.9 \)
###Misconcepte Incorrect answer###:A.\( 34590.8 \)",576_A,Round numbers to one decimal place,Rounding to Decimal Places,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 34590.9 \),\( 34590.8 \),1379.0
1358,"###question###:Rounding to Decimal Places-Round numbers to one decimal place-\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?
###Correct Answer###:\( 34590.9 \)
###Misconcepte Incorrect answer###:B.\( 30000 \)",576_B,Round numbers to one decimal place,Rounding to Decimal Places,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 34590.9 \),\( 30000 \),2392.0
1359,"###question###:Rounding to Decimal Places-Round numbers to one decimal place-\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?
###Correct Answer###:\( 34590.9 \)
###Misconcepte Incorrect answer###:C.\( 34591.9 \)",576_C,Round numbers to one decimal place,Rounding to Decimal Places,"\[
34590.8549
\]
What is this number rounded to \( 1 \) decimal place?",\( 34590.9 \),\( 34591.9 \),1675.0
1360,"###question###:Recurring Decimals to Fractions-Identify rational and irrational numbers-Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)
###Correct Answer###:Neither
###Misconcepte Incorrect answer###:A.\( \pi \)",577_A,Identify rational and irrational numbers,Recurring Decimals to Fractions,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",Neither,\( \pi \),2537.0
1361,"###question###:Recurring Decimals to Fractions-Identify rational and irrational numbers-Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)
###Correct Answer###:Neither
###Misconcepte Incorrect answer###:B.\( \frac{1}{\pi} \)",577_B,Identify rational and irrational numbers,Recurring Decimals to Fractions,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",Neither,\( \frac{1}{\pi} \),2537.0
1362,"###question###:Recurring Decimals to Fractions-Identify rational and irrational numbers-Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)
###Correct Answer###:Neither
###Misconcepte Incorrect answer###:C.Both",577_C,Identify rational and irrational numbers,Recurring Decimals to Fractions,"Which of these two numbers are rational?
\(
\pi \text { and } \frac{1}{\pi}
\)",Neither,Both,2537.0
1363,"###question###:Factorising into a Double Bracket-Factorise a quadratic expression in the form x² + bx + c-Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)
###Correct Answer###:Does not factorise
###Misconcepte Incorrect answer###:A.\( (p+2)(p+1) \)",578_A,Factorise a quadratic expression in the form x² + bx + c,Factorising into a Double Bracket,"Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)",Does not factorise,\( (p+2)(p+1) \),2256.0
1364,"###question###:Factorising into a Double Bracket-Factorise a quadratic expression in the form x² + bx + c-Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)
###Correct Answer###:Does not factorise
###Misconcepte Incorrect answer###:B.\( (p+3)(p+1) \)",578_B,Factorise a quadratic expression in the form x² + bx + c,Factorising into a Double Bracket,"Factorise this expression, if possible:
\(
p^{2}+2 p+3
\)",Does not factorise,\( (p+3)(p+1) \),1535.0
